Vardas	       Pavarde	      Galutinis pazymys pagal mediana
Vardas5566     Pavarde5566    8.4                                  
Vardas5567     Pavarde5567    4.8                                  
Vardas5568     Pavarde5568    4.2                                  
Vardas5569     Pavarde5569    6                                    
Vardas5570     Pavarde5570    6                                    
Vardas5571     Pavarde5571    3                                    
Vardas5572     Pavarde5572    7.2                                  
Vardas5573     Pavarde5573    6.6                                  
Vardas5574     Pavarde5574    6.6                                  
Vardas5575     Pavarde5575    6.6                                  
Vardas5576     Pavarde5576    6.6                                  
Vardas5577     Pavarde5577    7.2                                  
Vardas5578     Pavarde5578    6                                    
Vardas5579     Pavarde5579    3.6                                  
Vardas5580     Pavarde5580    6                                    
Vardas5581     Pavarde5581    3.6                                  
Vardas5582     Pavarde5582    7.8                                  
Vardas5583     Pavarde5583    3.6                                  
Vardas5584     Pavarde5584    6.6                                  
Vardas5585     Pavarde5585    7.2                                  
Vardas5586     Pavarde5586    4.8                                  
Vardas5587     Pavarde5587    6                                    
Vardas5588     Pavarde5588    4.8                                  
Vardas5589     Pavarde5589    4.2                                  
Vardas5590     Pavarde5590    3                                    
Vardas5591     Pavarde5591    3                                    
Vardas5592     Pavarde5592    5.4                                  
Vardas5593     Pavarde5593    3.6                                  
Vardas5594     Pavarde5594    5.4                                  
Vardas5595     Pavarde5595    3.6                                  
Vardas5596     Pavarde5596    6                                    
Vardas5597     Pavarde5597    7.8                                  
Vardas5598     Pavarde5598    8.4                                  
Vardas5599     Pavarde5599    4.8                                  
Vardas5600     Pavarde5600    3.6                                  
Vardas5601     Pavarde5601    3.6                                  
Vardas5602     Pavarde5602    3.6                                  
Vardas5603     Pavarde5603    3.6                                  
Vardas5604     Pavarde5604    5.4                                  
Vardas5605     Pavarde5605    8.4                                  
Vardas5606     Pavarde5606    8.4                                  
Vardas5607     Pavarde5607    3                                    
Vardas5608     Pavarde5608    6.6                                  
Vardas5609     Pavarde5609    3.6                                  
Vardas5610     Pavarde5610    4.2                                  
Vardas5611     Pavarde5611    7.8                                  
Vardas5612     Pavarde5612    8.4                                  
Vardas5613     Pavarde5613    7.8                                  
Vardas5614     Pavarde5614    6.6                                  
Vardas5615     Pavarde5615    3                                    
Vardas5616     Pavarde5616    6                                    
Vardas5617     Pavarde5617    6.6                                  
Vardas5618     Pavarde5618    3.6                                  
Vardas5619     Pavarde5619    7.8                                  
Vardas5620     Pavarde5620    4.8                                  
Vardas5621     Pavarde5621    6.6                                  
Vardas5622     Pavarde5622    4.8                                  
Vardas5623     Pavarde5623    6.6                                  
Vardas5624     Pavarde5624    4.8                                  
Vardas5625     Pavarde5625    4.2                                  
Vardas5626     Pavarde5626    4.8                                  
Vardas5627     Pavarde5627    5.4                                  
Vardas5628     Pavarde5628    5.4                                  
Vardas5629     Pavarde5629    8.4                                  
Vardas5630     Pavarde5630    7.2                                  
Vardas5631     Pavarde5631    6                                    
Vardas5632     Pavarde5632    6.6                                  
Vardas5633     Pavarde5633    6.6                                  
Vardas5634     Pavarde5634    5.4                                  
Vardas5635     Pavarde5635    3                                    
Vardas5636     Pavarde5636    7.8                                  
Vardas5637     Pavarde5637    3                                    
Vardas5638     Pavarde5638    7.2                                  
Vardas5639     Pavarde5639    3.6                                  
Vardas5640     Pavarde5640    4.2                                  
Vardas5641     Pavarde5641    3                                    
Vardas5642     Pavarde5642    7.8                                  
Vardas5643     Pavarde5643    7.8                                  
Vardas5644     Pavarde5644    8.4                                  
Vardas5645     Pavarde5645    4.8                                  
Vardas5646     Pavarde5646    6                                    
Vardas5647     Pavarde5647    7.2                                  
Vardas5648     Pavarde5648    7.8                                  
Vardas5649     Pavarde5649    4.8                                  
Vardas5650     Pavarde5650    7.8                                  
Vardas5651     Pavarde5651    4.2                                  
Vardas5652     Pavarde5652    3.6                                  
Vardas5653     Pavarde5653    3                                    
Vardas5654     Pavarde5654    4.2                                  
Vardas5655     Pavarde5655    3.6                                  
Vardas5656     Pavarde5656    3                                    
Vardas5657     Pavarde5657    3                                    
Vardas5658     Pavarde5658    7.2                                  
Vardas5659     Pavarde5659    3                                    
Vardas5660     Pavarde5660    7.8                                  
Vardas5661     Pavarde5661    6.6                                  
Vardas5662     Pavarde5662    6.6                                  
Vardas5663     Pavarde5663    7.2                                  
Vardas5664     Pavarde5664    3.6                                  
Vardas5665     Pavarde5665    3.6                                  
Vardas5666     Pavarde5666    7.2                                  
Vardas5667     Pavarde5667    3.6                                  
Vardas5668     Pavarde5668    6.6                                  
Vardas5669     Pavarde5669    5.4                                  
Vardas5670     Pavarde5670    7.2                                  
Vardas5671     Pavarde5671    5.4                                  
Vardas5672     Pavarde5672    6                                    
Vardas5673     Pavarde5673    6                                    
Vardas5674     Pavarde5674    5.4                                  
Vardas5675     Pavarde5675    5.4                                  
Vardas5676     Pavarde5676    8.4                                  
Vardas5677     Pavarde5677    4.8                                  
Vardas5678     Pavarde5678    8.4                                  
Vardas5679     Pavarde5679    4.2                                  
Vardas5680     Pavarde5680    5.4                                  
Vardas5681     Pavarde5681    6.6                                  
Vardas5682     Pavarde5682    8.4                                  
Vardas5683     Pavarde5683    6.6                                  
Vardas5684     Pavarde5684    8.4                                  
Vardas5685     Pavarde5685    7.2                                  
Vardas5686     Pavarde5686    3                                    
Vardas5687     Pavarde5687    4.2                                  
Vardas5688     Pavarde5688    6.6                                  
Vardas5689     Pavarde5689    3                                    
Vardas5690     Pavarde5690    7.8                                  
Vardas5691     Pavarde5691    8.4                                  
Vardas5692     Pavarde5692    6.6                                  
Vardas5693     Pavarde5693    7.8                                  
Vardas5694     Pavarde5694    6.6                                  
Vardas5695     Pavarde5695    6                                    
Vardas5696     Pavarde5696    8.4                                  
Vardas5697     Pavarde5697    6                                    
Vardas5698     Pavarde5698    3.6                                  
Vardas5699     Pavarde5699    6                                    
Vardas5700     Pavarde5700    7.2                                  
Vardas5701     Pavarde5701    8.4                                  
Vardas5702     Pavarde5702    8.4                                  
Vardas5703     Pavarde5703    5.4                                  
Vardas5704     Pavarde5704    6.6                                  
Vardas5705     Pavarde5705    6.6                                  
Vardas5706     Pavarde5706    7.2                                  
Vardas5707     Pavarde5707    6.6                                  
Vardas5708     Pavarde5708    3                                    
Vardas5709     Pavarde5709    7.2                                  
Vardas5710     Pavarde5710    4.8                                  
Vardas5711     Pavarde5711    6                                    
Vardas5712     Pavarde5712    8.4                                  
Vardas5713     Pavarde5713    4.2                                  
Vardas5714     Pavarde5714    6.6                                  
Vardas5715     Pavarde5715    7.8                                  
Vardas5716     Pavarde5716    3                                    
Vardas5717     Pavarde5717    4.8                                  
Vardas5718     Pavarde5718    7.2                                  
Vardas5719     Pavarde5719    6                                    
Vardas5720     Pavarde5720    4.2                                  
Vardas5721     Pavarde5721    4.8                                  
Vardas5722     Pavarde5722    4.2                                  
Vardas5723     Pavarde5723    7.2                                  
Vardas5724     Pavarde5724    7.8                                  
Vardas5725     Pavarde5725    4.8                                  
Vardas5726     Pavarde5726    7.2                                  
Vardas5727     Pavarde5727    3.6                                  
Vardas5728     Pavarde5728    8.4                                  
Vardas5729     Pavarde5729    4.8                                  
Vardas5730     Pavarde5730    6.6                                  
Vardas5731     Pavarde5731    5.4                                  
Vardas5732     Pavarde5732    8.4                                  
Vardas5733     Pavarde5733    6.6                                  
Vardas5734     Pavarde5734    4.8                                  
Vardas5735     Pavarde5735    8.4                                  
Vardas5736     Pavarde5736    8.4                                  
Vardas5737     Pavarde5737    6.6                                  
Vardas5738     Pavarde5738    6.6                                  
Vardas5739     Pavarde5739    5.4                                  
Vardas5740     Pavarde5740    3.6                                  
Vardas5741     Pavarde5741    3                                    
Vardas5742     Pavarde5742    7.2                                  
Vardas5743     Pavarde5743    6.6                                  
Vardas5744     Pavarde5744    3.6                                  
Vardas5745     Pavarde5745    4.8                                  
Vardas5746     Pavarde5746    8.4                                  
Vardas5747     Pavarde5747    3                                    
Vardas5748     Pavarde5748    3                                    
Vardas5749     Pavarde5749    4.8                                  
Vardas5750     Pavarde5750    4.8                                  
Vardas5751     Pavarde5751    3.6                                  
Vardas5752     Pavarde5752    7.2                                  
Vardas5753     Pavarde5753    3                                    
Vardas5754     Pavarde5754    5.4                                  
Vardas5755     Pavarde5755    7.8                                  
Vardas5756     Pavarde5756    8.4                                  
Vardas5757     Pavarde5757    5.4                                  
Vardas5758     Pavarde5758    6                                    
Vardas5759     Pavarde5759    8.4                                  
Vardas5760     Pavarde5760    6                                    
Vardas5761     Pavarde5761    6.6                                  
Vardas5762     Pavarde5762    6.6                                  
Vardas5763     Pavarde5763    7.8                                  
Vardas5764     Pavarde5764    7.2                                  
Vardas5765     Pavarde5765    8.4                                  
Vardas5766     Pavarde5766    4.8                                  
Vardas5767     Pavarde5767    4.2                                  
Vardas5768     Pavarde5768    7.8                                  
Vardas5769     Pavarde5769    3.6                                  
Vardas5770     Pavarde5770    3.6                                  
Vardas5771     Pavarde5771    4.2                                  
Vardas5772     Pavarde5772    4.2                                  
Vardas5773     Pavarde5773    8.4                                  
Vardas5774     Pavarde5774    6                                    
Vardas5775     Pavarde5775    4.2                                  
Vardas5776     Pavarde5776    3                                    
Vardas5777     Pavarde5777    4.2                                  
Vardas5778     Pavarde5778    3                                    
Vardas5779     Pavarde5779    8.4                                  
Vardas5780     Pavarde5780    4.8                                  
Vardas5781     Pavarde5781    4.2                                  
Vardas5782     Pavarde5782    8.4                                  
Vardas5783     Pavarde5783    3                                    
Vardas5784     Pavarde5784    3.6                                  
Vardas5785     Pavarde5785    4.2                                  
Vardas5786     Pavarde5786    5.4                                  
Vardas5787     Pavarde5787    5.4                                  
Vardas5788     Pavarde5788    4.8                                  
Vardas5789     Pavarde5789    4.8                                  
Vardas5790     Pavarde5790    8.4                                  
Vardas5791     Pavarde5791    4.8                                  
Vardas5792     Pavarde5792    4.8                                  
Vardas5793     Pavarde5793    4.8                                  
Vardas5794     Pavarde5794    8.4                                  
Vardas5795     Pavarde5795    6.6                                  
Vardas5796     Pavarde5796    4.2                                  
Vardas5797     Pavarde5797    4.8                                  
Vardas5798     Pavarde5798    7.2                                  
Vardas5799     Pavarde5799    7.2                                  
Vardas5800     Pavarde5800    7.8                                  
Vardas5801     Pavarde5801    6.6                                  
Vardas5802     Pavarde5802    4.2                                  
Vardas5803     Pavarde5803    6.6                                  
Vardas5804     Pavarde5804    7.2                                  
Vardas5805     Pavarde5805    3.6                                  
Vardas5806     Pavarde5806    3                                    
Vardas5807     Pavarde5807    8.4                                  
Vardas5808     Pavarde5808    4.2                                  
Vardas5809     Pavarde5809    4.8                                  
Vardas5810     Pavarde5810    7.8                                  
Vardas5811     Pavarde5811    6.6                                  
Vardas5812     Pavarde5812    5.4                                  
Vardas5813     Pavarde5813    6.6                                  
Vardas5814     Pavarde5814    4.8                                  
Vardas5815     Pavarde5815    3.6                                  
Vardas5816     Pavarde5816    3                                    
Vardas5817     Pavarde5817    5.4                                  
Vardas5818     Pavarde5818    6.6                                  
Vardas5819     Pavarde5819    4.8                                  
Vardas5820     Pavarde5820    8.4                                  
Vardas5821     Pavarde5821    7.8                                  
Vardas5822     Pavarde5822    7.2                                  
Vardas5823     Pavarde5823    4.2                                  
Vardas5824     Pavarde5824    7.8                                  
Vardas5825     Pavarde5825    3                                    
Vardas5826     Pavarde5826    4.8                                  
Vardas5827     Pavarde5827    7.8                                  
Vardas5828     Pavarde5828    5.4                                  
Vardas5829     Pavarde5829    5.4                                  
Vardas5830     Pavarde5830    4.8                                  
Vardas5831     Pavarde5831    5.4                                  
Vardas5832     Pavarde5832    3                                    
Vardas5833     Pavarde5833    8.4                                  
Vardas5834     Pavarde5834    4.2                                  
Vardas5835     Pavarde5835    7.2                                  
Vardas5836     Pavarde5836    7.8                                  
Vardas5837     Pavarde5837    4.2                                  
Vardas5838     Pavarde5838    5.4                                  
Vardas5839     Pavarde5839    5.4                                  
Vardas5840     Pavarde5840    7.2                                  
Vardas5841     Pavarde5841    4.2                                  
Vardas5842     Pavarde5842    3.6                                  
Vardas5843     Pavarde5843    4.8                                  
Vardas5844     Pavarde5844    8.4                                  
Vardas5845     Pavarde5845    8.4                                  
Vardas5846     Pavarde5846    4.8                                  
Vardas5847     Pavarde5847    7.2                                  
Vardas5848     Pavarde5848    3                                    
Vardas5849     Pavarde5849    6                                    
Vardas5850     Pavarde5850    6                                    
Vardas5851     Pavarde5851    4.2                                  
Vardas5852     Pavarde5852    5.4                                  
Vardas5853     Pavarde5853    4.8                                  
Vardas5854     Pavarde5854    6                                    
Vardas5855     Pavarde5855    7.8                                  
Vardas5856     Pavarde5856    8.4                                  
Vardas5857     Pavarde5857    5.4                                  
Vardas5858     Pavarde5858    3.6                                  
Vardas5859     Pavarde5859    8.4                                  
Vardas5860     Pavarde5860    7.8                                  
Vardas5861     Pavarde5861    8.4                                  
Vardas5862     Pavarde5862    6                                    
Vardas5863     Pavarde5863    8.4                                  
Vardas5864     Pavarde5864    3.6                                  
Vardas5865     Pavarde5865    8.4                                  
Vardas5866     Pavarde5866    8.4                                  
Vardas5867     Pavarde5867    3.6                                  
Vardas5868     Pavarde5868    4.8                                  
Vardas5869     Pavarde5869    8.4                                  
Vardas5870     Pavarde5870    3                                    
Vardas5871     Pavarde5871    4.2                                  
Vardas5872     Pavarde5872    7.2                                  
Vardas5873     Pavarde5873    4.8                                  
Vardas5874     Pavarde5874    8.4                                  
Vardas5875     Pavarde5875    3.6                                  
Vardas5876     Pavarde5876    7.2                                  
Vardas5877     Pavarde5877    5.4                                  
Vardas5878     Pavarde5878    3                                    
Vardas5879     Pavarde5879    7.8                                  
Vardas5880     Pavarde5880    7.2                                  
Vardas5881     Pavarde5881    7.8                                  
Vardas5882     Pavarde5882    7.8                                  
Vardas5883     Pavarde5883    4.8                                  
Vardas5884     Pavarde5884    5.4                                  
Vardas5885     Pavarde5885    6.6                                  
Vardas5886     Pavarde5886    3                                    
Vardas5887     Pavarde5887    3                                    
Vardas5888     Pavarde5888    3.6                                  
Vardas5889     Pavarde5889    7.2                                  
Vardas5890     Pavarde5890    8.4                                  
Vardas5891     Pavarde5891    3                                    
Vardas5892     Pavarde5892    7.2                                  
Vardas5893     Pavarde5893    3.6                                  
Vardas5894     Pavarde5894    7.2                                  
Vardas5895     Pavarde5895    6.6                                  
Vardas5896     Pavarde5896    4.2                                  
Vardas5897     Pavarde5897    6                                    
Vardas5898     Pavarde5898    4.8                                  
Vardas5899     Pavarde5899    5.4                                  
Vardas5900     Pavarde5900    3                                    
Vardas5901     Pavarde5901    8.4                                  
Vardas5902     Pavarde5902    8.4                                  
Vardas5903     Pavarde5903    7.2                                  
Vardas5904     Pavarde5904    6.6                                  
Vardas5905     Pavarde5905    8.4                                  
Vardas5906     Pavarde5906    4.8                                  
Vardas5907     Pavarde5907    6.6                                  
Vardas5908     Pavarde5908    8.4                                  
Vardas5909     Pavarde5909    7.2                                  
Vardas5910     Pavarde5910    7.8                                  
Vardas5911     Pavarde5911    6                                    
Vardas5912     Pavarde5912    8.4                                  
Vardas5913     Pavarde5913    6                                    
Vardas5914     Pavarde5914    3                                    
Vardas5915     Pavarde5915    3.6                                  
Vardas5916     Pavarde5916    6.6                                  
Vardas5917     Pavarde5917    6.6                                  
Vardas5918     Pavarde5918    7.8                                  
Vardas5919     Pavarde5919    8.4                                  
Vardas5920     Pavarde5920    5.4                                  
Vardas5921     Pavarde5921    4.8                                  
Vardas5922     Pavarde5922    4.8                                  
Vardas5923     Pavarde5923    3.6                                  
Vardas5924     Pavarde5924    8.4                                  
Vardas5925     Pavarde5925    8.4                                  
Vardas5926     Pavarde5926    3.6                                  
Vardas5927     Pavarde5927    5.4                                  
Vardas5928     Pavarde5928    3.6                                  
Vardas5929     Pavarde5929    5.4                                  
Vardas5930     Pavarde5930    7.2                                  
Vardas5931     Pavarde5931    8.4                                  
Vardas5932     Pavarde5932    7.2                                  
Vardas5933     Pavarde5933    4.8                                  
Vardas5934     Pavarde5934    5.4                                  
Vardas5935     Pavarde5935    4.8                                  
Vardas5936     Pavarde5936    3                                    
Vardas5937     Pavarde5937    6.6                                  
Vardas5938     Pavarde5938    6.6                                  
Vardas5939     Pavarde5939    3                                    
Vardas5940     Pavarde5940    6                                    
Vardas5941     Pavarde5941    7.2                                  
Vardas5942     Pavarde5942    5.4                                  
Vardas5943     Pavarde5943    6.6                                  
Vardas5944     Pavarde5944    4.8                                  
Vardas5945     Pavarde5945    6                                    
Vardas5946     Pavarde5946    8.4                                  
Vardas5947     Pavarde5947    8.4                                  
Vardas5948     Pavarde5948    8.4                                  
Vardas5949     Pavarde5949    6.6                                  
Vardas5950     Pavarde5950    3                                    
Vardas5951     Pavarde5951    8.4                                  
Vardas5952     Pavarde5952    3                                    
Vardas5953     Pavarde5953    3.6                                  
Vardas5954     Pavarde5954    8.4                                  
Vardas5955     Pavarde5955    8.4                                  
Vardas5956     Pavarde5956    4.8                                  
Vardas5957     Pavarde5957    5.4                                  
Vardas5958     Pavarde5958    3.6                                  
Vardas5959     Pavarde5959    3.6                                  
Vardas5960     Pavarde5960    3                                    
Vardas5961     Pavarde5961    6                                    
Vardas5962     Pavarde5962    4.8                                  
Vardas5963     Pavarde5963    5.4                                  
Vardas5964     Pavarde5964    7.8                                  
Vardas5965     Pavarde5965    6.6                                  
Vardas5966     Pavarde5966    7.2                                  
Vardas5967     Pavarde5967    7.8                                  
Vardas5968     Pavarde5968    5.4                                  
Vardas5969     Pavarde5969    7.8                                  
Vardas5970     Pavarde5970    6.6                                  
Vardas5971     Pavarde5971    4.8                                  
Vardas5972     Pavarde5972    3                                    
Vardas5973     Pavarde5973    7.2                                  
Vardas5974     Pavarde5974    3                                    
Vardas5975     Pavarde5975    4.8                                  
Vardas5976     Pavarde5976    7.8                                  
Vardas5977     Pavarde5977    4.8                                  
Vardas5978     Pavarde5978    7.2                                  
Vardas5979     Pavarde5979    6                                    
Vardas5980     Pavarde5980    4.8                                  
Vardas5981     Pavarde5981    7.8                                  
Vardas5982     Pavarde5982    7.8                                  
Vardas5983     Pavarde5983    7.8                                  
Vardas5984     Pavarde5984    6                                    
Vardas5985     Pavarde5985    7.8                                  
Vardas5986     Pavarde5986    5.4                                  
Vardas5987     Pavarde5987    3.6                                  
Vardas5988     Pavarde5988    3.6                                  
Vardas5989     Pavarde5989    6.6                                  
Vardas5990     Pavarde5990    7.2                                  
Vardas5991     Pavarde5991    5.4                                  
Vardas5992     Pavarde5992    7.8                                  
Vardas5993     Pavarde5993    7.8                                  
Vardas5994     Pavarde5994    6                                    
Vardas5995     Pavarde5995    4.8                                  
Vardas5996     Pavarde5996    8.4                                  
Vardas5997     Pavarde5997    7.2                                  
Vardas5998     Pavarde5998    5.4                                  
Vardas5999     Pavarde5999    3                                    
Vardas6000     Pavarde6000    6                                    
Vardas6001     Pavarde6001    7.2                                  
Vardas6002     Pavarde6002    6                                    
Vardas6003     Pavarde6003    7.2                                  
Vardas6004     Pavarde6004    3.6                                  
Vardas6005     Pavarde6005    5.4                                  
Vardas6006     Pavarde6006    5.4                                  
Vardas6007     Pavarde6007    8.4                                  
Vardas6008     Pavarde6008    3.6                                  
Vardas6009     Pavarde6009    7.8                                  
Vardas6010     Pavarde6010    4.2                                  
Vardas6011     Pavarde6011    4.8                                  
Vardas6012     Pavarde6012    4.8                                  
Vardas6013     Pavarde6013    6                                    
Vardas6014     Pavarde6014    4.2                                  
Vardas6015     Pavarde6015    4.8                                  
Vardas6016     Pavarde6016    3                                    
Vardas6017     Pavarde6017    5.4                                  
Vardas6018     Pavarde6018    3                                    
Vardas6019     Pavarde6019    6.6                                  
Vardas6020     Pavarde6020    6.6                                  
Vardas6021     Pavarde6021    5.4                                  
Vardas6022     Pavarde6022    3.6                                  
Vardas6023     Pavarde6023    5.4                                  
Vardas6024     Pavarde6024    7.8                                  
Vardas6025     Pavarde6025    5.4                                  
Vardas6026     Pavarde6026    7.8                                  
Vardas6027     Pavarde6027    7.8                                  
Vardas6028     Pavarde6028    3.6                                  
Vardas6029     Pavarde6029    4.8                                  
Vardas6030     Pavarde6030    6                                    
Vardas6031     Pavarde6031    4.8                                  
Vardas6032     Pavarde6032    6.6                                  
Vardas6033     Pavarde6033    3                                    
Vardas6034     Pavarde6034    6.6                                  
Vardas6035     Pavarde6035    4.2                                  
Vardas6036     Pavarde6036    7.2                                  
Vardas6037     Pavarde6037    4.8                                  
Vardas6038     Pavarde6038    7.2                                  
Vardas6039     Pavarde6039    4.2                                  
Vardas6040     Pavarde6040    4.2                                  
Vardas6041     Pavarde6041    3.6                                  
Vardas6042     Pavarde6042    5.4                                  
Vardas6043     Pavarde6043    4.2                                  
Vardas6044     Pavarde6044    7.8                                  
Vardas6045     Pavarde6045    6                                    
Vardas6046     Pavarde6046    6                                    
Vardas6047     Pavarde6047    6                                    
Vardas6048     Pavarde6048    7.2                                  
Vardas6049     Pavarde6049    8.4                                  
Vardas6050     Pavarde6050    6                                    
Vardas6051     Pavarde6051    7.2                                  
Vardas6052     Pavarde6052    3.6                                  
Vardas6053     Pavarde6053    7.8                                  
Vardas6054     Pavarde6054    7.8                                  
Vardas6055     Pavarde6055    3.6                                  
Vardas6056     Pavarde6056    7.8                                  
Vardas6057     Pavarde6057    7.2                                  
Vardas6058     Pavarde6058    3.6                                  
Vardas6059     Pavarde6059    7.8                                  
Vardas6060     Pavarde6060    8.4                                  
Vardas6061     Pavarde6061    8.4                                  
Vardas6062     Pavarde6062    7.2                                  
Vardas6063     Pavarde6063    4.8                                  
Vardas6064     Pavarde6064    4.8                                  
Vardas6065     Pavarde6065    4.8                                  
Vardas6066     Pavarde6066    3.6                                  
Vardas6067     Pavarde6067    6.6                                  
Vardas6068     Pavarde6068    6.6                                  
Vardas6069     Pavarde6069    3.6                                  
Vardas6070     Pavarde6070    6                                    
Vardas6071     Pavarde6071    7.8                                  
Vardas6072     Pavarde6072    6                                    
Vardas6073     Pavarde6073    4.8                                  
Vardas6074     Pavarde6074    4.2                                  
Vardas6075     Pavarde6075    3.6                                  
Vardas6076     Pavarde6076    7.8                                  
Vardas6077     Pavarde6077    5.4                                  
Vardas6078     Pavarde6078    4.8                                  
Vardas6079     Pavarde6079    5.4                                  
Vardas6080     Pavarde6080    4.2                                  
Vardas6081     Pavarde6081    4.2                                  
Vardas6082     Pavarde6082    3                                    
Vardas6083     Pavarde6083    6.6                                  
Vardas6084     Pavarde6084    6.6                                  
Vardas6085     Pavarde6085    8.4                                  
Vardas6086     Pavarde6086    6                                    
Vardas6087     Pavarde6087    6                                    
Vardas6088     Pavarde6088    4.8                                  
Vardas6089     Pavarde6089    6                                    
Vardas6090     Pavarde6090    6.6                                  
Vardas6091     Pavarde6091    7.2                                  
Vardas6092     Pavarde6092    6.6                                  
Vardas6093     Pavarde6093    7.8                                  
Vardas6094     Pavarde6094    8.4                                  
Vardas6095     Pavarde6095    3.6                                  
Vardas6096     Pavarde6096    6.6                                  
Vardas6097     Pavarde6097    5.4                                  
Vardas6098     Pavarde6098    5.4                                  
Vardas6099     Pavarde6099    3.6                                  
Vardas6100     Pavarde6100    4.2                                  
Vardas6101     Pavarde6101    4.8                                  
Vardas6102     Pavarde6102    7.8                                  
Vardas6103     Pavarde6103    8.4                                  
Vardas6104     Pavarde6104    6                                    
Vardas6105     Pavarde6105    6                                    
Vardas6106     Pavarde6106    4.2                                  
Vardas6107     Pavarde6107    6.6                                  
Vardas6108     Pavarde6108    6.6                                  
Vardas6109     Pavarde6109    3.6                                  
Vardas6110     Pavarde6110    6                                    
Vardas6111     Pavarde6111    8.4                                  
Vardas6112     Pavarde6112    8.4                                  
Vardas6113     Pavarde6113    8.4                                  
Vardas6114     Pavarde6114    7.8                                  
Vardas6115     Pavarde6115    4.2                                  
Vardas6116     Pavarde6116    3                                    
Vardas6117     Pavarde6117    7.2                                  
Vardas6118     Pavarde6118    8.4                                  
Vardas6119     Pavarde6119    5.4                                  
Vardas6120     Pavarde6120    3                                    
Vardas6121     Pavarde6121    8.4                                  
Vardas6122     Pavarde6122    7.2                                  
Vardas6123     Pavarde6123    4.8                                  
Vardas6124     Pavarde6124    7.8                                  
Vardas6125     Pavarde6125    5.4                                  
Vardas6126     Pavarde6126    5.4                                  
Vardas6127     Pavarde6127    3.6                                  
Vardas6128     Pavarde6128    7.8                                  
Vardas6129     Pavarde6129    3.6                                  
Vardas6130     Pavarde6130    4.8                                  
Vardas6131     Pavarde6131    3                                    
Vardas6132     Pavarde6132    3                                    
Vardas6133     Pavarde6133    5.4                                  
Vardas6134     Pavarde6134    3.6                                  
Vardas6135     Pavarde6135    4.8                                  
Vardas6136     Pavarde6136    7.2                                  
Vardas6137     Pavarde6137    7.8                                  
Vardas6138     Pavarde6138    6.6                                  
Vardas6139     Pavarde6139    6.6                                  
Vardas6140     Pavarde6140    5.4                                  
Vardas6141     Pavarde6141    6                                    
Vardas6142     Pavarde6142    6                                    
Vardas6143     Pavarde6143    5.4                                  
Vardas6144     Pavarde6144    4.8                                  
Vardas6145     Pavarde6145    6                                    
Vardas6146     Pavarde6146    4.8                                  
Vardas6147     Pavarde6147    6                                    
Vardas6148     Pavarde6148    8.4                                  
Vardas6149     Pavarde6149    4.8                                  
Vardas6150     Pavarde6150    7.8                                  
Vardas6151     Pavarde6151    7.8                                  
Vardas6152     Pavarde6152    7.2                                  
Vardas6153     Pavarde6153    4.2                                  
Vardas6154     Pavarde6154    5.4                                  
Vardas6155     Pavarde6155    7.2                                  
Vardas6156     Pavarde6156    3                                    
Vardas6157     Pavarde6157    3                                    
Vardas6158     Pavarde6158    4.2                                  
Vardas6159     Pavarde6159    6                                    
Vardas6160     Pavarde6160    3                                    
Vardas6161     Pavarde6161    6                                    
Vardas6162     Pavarde6162    3.6                                  
Vardas6163     Pavarde6163    8.4                                  
Vardas6164     Pavarde6164    4.8                                  
Vardas6165     Pavarde6165    4.2                                  
Vardas6166     Pavarde6166    4.2                                  
Vardas6167     Pavarde6167    8.4                                  
Vardas6168     Pavarde6168    6.6                                  
Vardas6169     Pavarde6169    5.4                                  
Vardas6170     Pavarde6170    7.8                                  
Vardas6171     Pavarde6171    6                                    
Vardas6172     Pavarde6172    8.4                                  
Vardas6173     Pavarde6173    4.2                                  
Vardas6174     Pavarde6174    7.2                                  
Vardas6175     Pavarde6175    7.2                                  
Vardas6176     Pavarde6176    6.6                                  
Vardas6177     Pavarde6177    3.6                                  
Vardas6178     Pavarde6178    8.4                                  
Vardas6179     Pavarde6179    3.6                                  
Vardas6180     Pavarde6180    5.4                                  
Vardas6181     Pavarde6181    3                                    
Vardas6182     Pavarde6182    4.2                                  
Vardas6183     Pavarde6183    5.4                                  
Vardas6184     Pavarde6184    3.6                                  
Vardas6185     Pavarde6185    3.6                                  
Vardas6186     Pavarde6186    3.6                                  
Vardas6187     Pavarde6187    4.8                                  
Vardas6188     Pavarde6188    5.4                                  
Vardas6189     Pavarde6189    3.6                                  
Vardas6190     Pavarde6190    5.4                                  
Vardas6191     Pavarde6191    4.8                                  
Vardas6192     Pavarde6192    6                                    
Vardas6193     Pavarde6193    3                                    
Vardas6194     Pavarde6194    7.2                                  
Vardas6195     Pavarde6195    6.6                                  
Vardas6196     Pavarde6196    4.2                                  
Vardas6197     Pavarde6197    7.8                                  
Vardas6198     Pavarde6198    7.2                                  
Vardas6199     Pavarde6199    8.4                                  
Vardas6200     Pavarde6200    5.4                                  
Vardas6201     Pavarde6201    4.2                                  
Vardas6202     Pavarde6202    3.6                                  
Vardas6203     Pavarde6203    8.4                                  
Vardas6204     Pavarde6204    7.8                                  
Vardas6205     Pavarde6205    3.6                                  
Vardas6206     Pavarde6206    3                                    
Vardas6207     Pavarde6207    4.2                                  
Vardas6208     Pavarde6208    6.6                                  
Vardas6209     Pavarde6209    6.6                                  
Vardas6210     Pavarde6210    4.8                                  
